"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Chris Paddack","SDP","10","26","68.0","4","4","4","0","1","66","31","10","65","17","1.22","8.55","2.19","4.12","4.11","","0.7","0.7","","397.3","20099"
"Yonny Chirinos","TBR","16","48","123.0","7","7","7","0","1","124","59","18","105","37","1.30","7.63","2.69","4.33","4.45","","0.7","0.9","","600.0","16401"
"Ross Stripling","TOR","15","37","98.0","6","6","5","0","1","100","50","17","89","29","1.31","8.12","2.64","4.61","4.64","","0.7","1.0","","556.4","13273"
"Dean Kremer","BAL","15","15","77.0","4","6","5","0","0","78","43","14","65","31","1.41","7.64","3.57","5.00","5.14","","0.7","0.5","","999.0","19350"
"Drew Smyly","","23","23","121.0","7","8","7","0","0","125","66","23","110","44","1.39","8.16","3.29","4.93","4.96","","0.7","0.7","","560.3","11760"
"Dinelson Lamet","SDP","0","52","52.0","3","2","0","8","5","41","20","6","66","18","1.14","11.48","3.09","3.40","3.39","","0.7","0.6","","365.0","17186"
"Johnny Cueto","","26","26","143.0","8","10","9","0","0","155","80","27","114","45","1.40","7.17","2.85","5.04","5.09","","0.7","0.6","","586.7","6893"
"James Karinchak","CLE","0","66","66.0","3","3","0","2","13","50","26","8","90","33","1.25","12.32","4.47","3.50","3.58","","0.7","0.8","","418.8","20151"
"Michael Fulmer","DET","0","65","65.0","3","3","0","7","10","61","28","8","64","20","1.25","8.89","2.82","3.82","3.84","","0.7","0.6","","354.8","13218"
"Tanner Scott","BAL","0","60","60.0","3","3","0","2","13","49","23","6","72","30","1.32","10.78","4.51","3.51","3.77","","0.7","0.8","","600.2","17586"
"David Price","LAD","11","45","93.0","6","5","4","0","1","92","45","15","88","32","1.33","8.45","3.04","4.35","4.48","","0.7","0.5","","573.2","3184"
"Scott Barlow","KCR","0","66","66.0","3","3","0","27","3","57","28","8","74","27","1.27","10.14","3.65","3.75","3.75","","0.7","0.8","","171.6","14993"
"J.A. Happ","","26","26","140.0","8","10","8","0","0","151","79","26","114","46","1.40","7.29","2.94","5.05","5.04","","0.7","0.6","","593.6","7410"
"Ryan Yarbrough","TBR","24","24","140.0","8","9","10","0","0","152","75","24","95","36","1.34","6.11","2.32","4.80","4.98","","0.7","0.7","","511.7","16502"
"Andrew Kittredge","TBR","0","65","65.0","4","3","0","20","7","57","24","7","70","19","1.17","9.73","2.65","3.30","3.42","","0.7","0.8","","276.5","12828"
"Lucas Sims","CIN","0","65","65.0","3","3","0","26","4","53","29","10","86","28","1.24","11.87","3.85","3.99","4.02","","0.7","0.6","","245.7","13470"
"Taylor Hearn","TEX","23","23","127.0","7","9","9","0","0","126","68","21","117","57","1.44","8.26","4.01","4.80","4.94","","0.7","0.9","","578.8","18325"
"Craig Kimbrel","CHW","0","66","66.0","4","3","0","4","12","49","27","9","94","30","1.21","12.75","4.13","3.64","3.69","","0.7","0.8","","146.9","6655"
"Tucker Davidson","ATL","13","13","72.0","4","4","5","0","0","72","36","10","68","30","1.40","8.46","3.75","4.42","4.46","","0.6","0.8","","567.5","19871"
"Mitch Keller","PIT","21","37","124.0","7","9","6","0","1","126","66","18","108","53","1.44","7.80","3.87","4.80","4.76","","0.6","0.5","","525.0","17594"
"Zach Thompson","PIT","23","51","154.0","8","11","8","0","1","162","84","25","123","58","1.43","7.22","3.38","4.90","4.91","","0.6","0.4","","498.2","16094"
"Chris Archer","","19","19","105.0","6","7","7","0","0","107","57","18","97","39","1.39","8.29","3.34","4.85","4.84","","0.6","0.7","","600.8","6345"
"Blake Treinen","LAD","0","70","70.0","4","3","0","27","6","62","29","8","76","27","1.27","9.75","3.45","3.71","3.77","","0.6","0.6","","175.4","12572"
"Jakob Junis","","15","15","80.0","4","6","5","0","0","85","43","14","68","25","1.37","7.67","2.81","4.89","4.82","","0.6","0.6","","999.0","13619"
"David Peterson","NYM","13","13","69.0","4","4","5","0","0","66","32","9","65","29","1.37","8.45","3.72","4.16","4.42","","0.6","0.6","","578.9","20302"
"Gregory Soto","DET","0","68","68.0","3","3","0","24","4","56","27","7","82","34","1.32","10.79","4.46","3.58","3.73","","0.6","0.9","","199.8","19677"
"Roansy Contreras","PIT","11","11","64.0","4","4","5","0","0","62","31","9","59","23","1.33","8.35","3.27","4.42","4.47","","0.6","0.6","","472.5","22810"
"Cristian Javier","HOU","11","45","97.0","5","6","4","0","1","84","48","17","116","46","1.33","10.69","4.28","4.47","4.57","","0.6","0.7","","314.7","17606"
"Garrett Whitlock","BOS","0","68","68.0","4","3","0","20","7","64","28","8","71","22","1.26","9.36","2.89","3.76","3.64","","0.6","0.8","","237.3","20191"
"Luis Gil","NYY","10","34","78.0","4","5","4","0","1","69","40","13","90","43","1.42","10.37","4.89","4.60","4.75","","0.6","0.5","","475.2","21052"
"James Paxton","BOS","8","8","44.0","3","3","3","0","0","42","21","6","46","15","1.28","9.42","3.05","4.19","4.08","","0.6","0.8","","559.5","11828"
"Daniel Lynch","KCR","13","13","70.0","4","5","5","0","0","72","36","10","55","28","1.43","7.07","3.55","4.68","4.74","","0.6","0.8","","499.3","21537"
"Nick Lodolo","CIN","6","6","37.0","2","2","3","0","0","36","18","6","39","13","1.31","9.39","3.09","4.26","4.24","","0.6","0.6","","521.1","sa917947"
"Brusdar Graterol","LAD","0","66","66.0","4","3","0","7","13","61","28","7","67","24","1.29","9.17","3.32","3.76","3.86","","0.6","0.4","","562.4","20367"
"Justin Dunn","SEA","16","16","86.0","5","6","5","0","0","81","46","14","85","40","1.41","8.87","4.19","4.86","4.92","","0.6","0.5","","564.5","19268"
"Dillon Peters","PIT","13","53","111.0","6","7","5","0","1","112","55","16","91","40","1.38","7.44","3.27","4.49","4.66","","0.6","0.7","","600.4","18790"
"Tyler Wells","BAL","0","64","64.0","3","3","0","21","4","57","29","11","73","22","1.22","10.24","3.04","4.12","4.17","","0.6","0.5","","404.2","20000"
"Cody Morris","CLE","6","38","69.0","4","4","3","0","1","63","31","10","72","25","1.27","9.42","3.26","4.07","4.17","","0.6","0.7","","583.4","sa3008653"
"A.J. Puk","OAK","3","63","78.0","4","4","2","5","10","70","33","10","80","31","1.30","9.22","3.59","3.82","4.05","","0.6","0.7","","543.0","19343"
"Dylan Coleman","KCR","0","60","60.0","3","3","0","0","11","52","26","7","68","27","1.31","10.18","4.06","3.83","3.87","","0.6","0.6","","589.8","22276"
"Diego Castillo","SEA","0","65","65.0","3","3","0","4","14","56","26","8","72","24","1.24","9.93","3.35","3.60","3.75","","0.6","0.7","","399.2","17496"
"Giovanny Gallegos","STL","0","70","70.0","4","3","0","23","7","60","29","10","80","23","1.18","10.23","2.90","3.71","3.85","","0.5","0.5","","115.1","14986"
"Pete Fairbanks","TBR","0","64","64.0","3","3","0","9","10","51","25","7","78","27","1.22","10.94","3.73","3.48","3.56","","0.5","0.7","","498.3","17998"
"Jake Odorizzi","HOU","6","50","78.0","4","4","2","0","4","74","36","13","78","23","1.25","9.02","2.68","4.23","4.31","","0.5","0.6","","486.6","6397"
"Michael Lorenzen","LAA","18","45","128.0","7","8","7","0","1","133","68","19","106","54","1.46","7.41","3.77","4.76","4.87","","0.5","0.7","","530.5","14843"
"Art Warren","CIN","0","54","54.0","3","3","0","0","10","46","23","7","65","23","1.28","10.87","3.81","3.90","3.85","","0.5","0.5","","530.6","18251"
"Caleb Ferguson","LAD","0","50","50.0","3","2","0","0","7","41","19","6","64","20","1.22","11.55","3.63","3.51","3.60","","0.5","0.5","","999.0","19349"
"José Alvarado","PHI","0","67","67.0","4","3","0","9","12","52","26","7","86","40","1.37","11.58","5.38","3.49","3.84","","0.5","0.8","","574.8","17780"
"Carlos Martínez","","24","24","133.0","7","10","8","0","0","144","76","20","100","57","1.51","6.73","3.85","5.15","5.14","","0.5","0.4","","598.5","11682"
"Rich Hill","BOS","19","19","104.0","6","7","6","0","0","109","59","18","90","39","1.43","7.78","3.39","5.12","5.01","","0.5","0.8","","439.9","4806"
"Jake Diekman","","0","69","69.0","4","3","0","0","0","55","28","8","86","36","1.32","11.27","4.65","3.67","3.89","","0.5","0.8","","597.9","5003"
"Tommy Kahnle","LAD","0","54","54.0","3","2","0","0","11","46","22","7","65","21","1.23","10.83","3.46","3.67","3.70","","0.5","0.4","","999.0","11384"
"Vince Velasquez","","21","21","108.0","6","8","6","0","0","106","60","20","104","46","1.41","8.65","3.86","5.04","5.14","","0.5","0.6","","600.9","11189"
"Tyler Matzek","ATL","0","68","68.0","4","3","0","2","14","56","28","8","84","32","1.30","11.12","4.28","3.69","3.80","","0.5","0.7","","558.0","10058"
"Jorge López","BAL","0","56","56.0","3","3","0","2","9","53","24","7","57","18","1.25","9.11","2.83","3.85","3.92","","0.5","0.5","","999.0","14527"
"Andrés Muñoz","SEA","0","46","46.0","2","2","0","1","5","34","17","5","62","22","1.21","12.23","4.22","3.28","3.40","","0.5","0.7","","552.4","20373"
"Josh Taylor","BOS","0","60","60.0","3","3","0","1","12","52","25","7","70","26","1.30","10.49","3.97","3.74","3.79","","0.5","0.7","","999.0","17359"
"Paul Sewald","SEA","0","67","67.0","3","3","0","6","13","55","28","10","82","24","1.17","10.97","3.21","3.74","3.83","","0.5","0.6","","303.5","13892"
"Corey Knebel","PHI","0","60","60.0","3","3","0","15","8","50","25","8","74","24","1.23","11.03","3.59","3.82","3.88","","0.5","0.5","","167.0","15010"
"Trevor Cahill","","16","16","87.0","5","6","5","0","0","93","48","14","68","34","1.46","7.12","3.54","5.04","4.95","","0.5","0.4","","999.0","6249"
"Tim Mayza","TOR","0","62","62.0","3","3","0","2","14","56","25","7","65","24","1.28","9.48","3.44","3.67","3.83","","0.5","0.7","","596.2","15042"
"Cole Hamels","","13","13","73.0","4","5","5","0","0","77","39","11","59","28","1.43","7.27","3.42","4.87","4.89","","0.5","0.5","","599.5","4972"
"Edward Cabrera","MIA","6","28","57.0","3","3","3","0","1","50","25","7","63","25","1.31","9.94","3.98","3.95","4.06","","0.5","0.5","","481.0","21690"
"Sammy Long","SFG","16","28","102.0","6","7","7","0","1","101","51","15","91","41","1.39","8.01","3.59","4.50","4.59","","0.5","0.7","","583.9","25379"
"David Bednar","PIT","0","64","64.0","3","3","0","24","4","56","27","8","73","25","1.26","10.20","3.50","3.78","3.80","","0.5","0.5","","197.9","19569"
"Cade Cavalli","WSN","10","10","55.0","3","4","4","0","0","55","30","8","52","27","1.48","8.42","4.47","4.81","4.84","","0.5","0.4","","558.2","sa3014421"
"Collin McHugh","","0","63","63.0","3","3","0","0","0","58","27","9","68","20","1.24","9.67","2.91","3.89","3.90","","0.5","0.5","","525.9","7531"
"Joely Rodríguez","NYY","0","56","56.0","3","3","0","0","10","51","23","6","58","23","1.33","9.35","3.72","3.74","3.92","","0.5","0.6","","600.9","11487"
"Josh Winder","MIN","16","26","102.0","5","7","6","0","1","109","58","19","84","34","1.40","7.41","2.98","5.07","4.99","","0.4","0.5","","999.0","sa3007993"
"Trevor May","NYM","0","63","63.0","3","3","0","2","15","52","26","9","77","23","1.19","11.02","3.33","3.71","3.77","","0.4","0.4","","543.4","6398"
"Kyle Bradish","BAL","6","20","51.0","3","3","3","0","1","49","26","8","49","23","1.42","8.59","4.08","4.58","4.71","","0.4","0.4","","999.0","sa3008605"
"Michael King","NYY","3","53","68.0","4","3","1","0","7","64","31","10","68","24","1.30","9.03","3.16","4.16","4.22","","0.4","0.5","","599.5","19853"
"José Ureña","","23","23","121.0","6","9","7","0","0","136","69","19","84","45","1.49","6.25","3.33","5.11","5.12","","0.4","0.4","","999.0","11589"
"Anthony Bender","MIA","0","63","63.0","3","3","0","10","11","56","25","7","68","24","1.27","9.72","3.43","3.64","3.76","","0.4","0.4","","415.0","19742"
"Cole Sulser","BAL","0","66","66.0","3","3","0","6","12","60","30","10","69","27","1.32","9.42","3.67","4.14","4.29","","0.4","0.4","","478.0","15256"
"Kendall Graveman","CHW","0","62","62.0","3","3","0","1","12","57","27","8","66","23","1.30","9.57","3.40","3.85","3.98","","0.4","0.5","","496.7","15514"
"Jake McGee","SFG","0","66","66.0","3","3","0","8","13","61","29","9","67","20","1.23","9.14","2.75","3.91","3.96","","0.4","0.3","","268.8","7550"
"Brandon Williamson","SEA","6","6","37.0","2","2","3","0","0","34","17","6","38","14","1.30","9.29","3.44","4.16","4.36","","0.4","0.5","","600.6","sa3011494"
"Josh Staumont","KCR","0","64","64.0","3","3","0","5","13","56","29","8","72","31","1.35","10.07","4.29","4.08","4.14","","0.4","0.6","","454.3","18335"
"Nick Sandlin","CLE","0","62","62.0","3","3","0","1","15","51","26","8","74","29","1.30","10.79","4.21","3.80","3.93","","0.4","0.6","","599.8","20517"
"Dakota Hudson","STL","24","38","150.0","8","10","9","0","1","158","78","19","103","65","1.49","6.20","3.91","4.69","4.92","","0.4","0.6","","449.5","19206"
"Luis García","SDP","0","60","60.0","3","3","0","1","14","54","25","7","63","24","1.30","9.44","3.64","3.80","3.89","","0.4","0.3","","566.3","6984"
"Jackson Kowar","KCR","6","14","42.0","2","3","2","0","1","41","21","6","40","18","1.39","8.53","3.79","4.48","4.45","","0.4","0.4","","598.5","21549"
"Paul Fry","BAL","0","52","52.0","3","3","0","0","8","46","22","6","56","27","1.41","9.62","4.67","3.86","4.14","","0.4","0.5","","999.0","15832"
"Spencer Strider","ATL","3","21","36.0","2","2","1","0","1","32","17","5","43","15","1.29","10.54","3.79","4.12","4.13","","0.4","0.3","","600.4","27498"
"Jake Brentz","KCR","0","60","60.0","3","3","0","1","12","51","25","6","69","31","1.36","10.33","4.63","3.74","3.93","","0.4","0.7","","600.1","17783"
"Joe Kelly","","0","59","59.0","3","3","0","0","0","53","25","6","62","26","1.34","9.41","3.91","3.76","3.88","","0.4","0.5","","598.7","9761"
"Lewis Thorpe","MIN","11","31","82.0","4","5","4","0","1","89","46","13","63","33","1.48","6.90","3.58","5.02","5.02","","0.4","0.2","","599.9","15906"
"Génesis Cabrera","STL","0","66","66.0","3","3","0","1","17","54","27","8","77","31","1.28","10.45","4.23","3.66","3.98","","0.4","0.5","","598.3","17490"
"Bailey Falter","PHI","3","51","66.0","3","4","1","0","6","64","31","11","64","21","1.28","8.70","2.84","4.21","4.40","","0.4","0.4","","600.2","20070"
"Héctor Neris","HOU","0","72","72.0","4","3","0","3","15","62","32","10","83","30","1.28","10.39","3.79","3.95","4.06","","0.4","0.5","","479.9","11804"
"Casey Sadler","SEA","0","60","60.0","3","3","0","0","12","56","26","7","58","21","1.29","8.69","3.12","3.87","4.02","","0.4","0.4","","600.9","11209"
"Ryan Tepera","","0","66","66.0","3","3","0","0","0","60","30","9","70","26","1.31","9.50","3.60","4.11","4.19","","0.4","0.4","","573.1","10291"
"Richard Bleier","MIA","0","62","62.0","3","3","0","2","12","64","25","6","45","16","1.30","6.58","2.33","3.60","3.78","","0.4","0.5","","598.6","7803"
"Adrian Morejon","SDP","3","13","27.0","2","1","1","0","1","23","11","3","31","11","1.24","10.32","3.52","3.58","3.74","","0.4","0.4","","999.0","20039"
"Kenley Jansen","","0","67","67.0","3","3","0","0","0","58","31","10","76","28","1.29","10.25","3.80","4.21","4.22","","0.4","0.3","","96.3","3096"
"Jorge Alcala","MIN","0","62","62.0","3","3","0","4","13","57","28","9","67","22","1.27","9.72","3.21","4.02","3.99","","0.4","0.4","","449.0","19459"
"A.J. Alexy","TEX","21","21","118.0","6","9","7","0","0","119","68","21","106","59","1.50","8.06","4.48","5.15","5.29","","0.4","0.4","","590.0","22343"
"Will Smith","ATL","0","70","70.0","4","3","0","28","3","62","32","11","82","27","1.27","10.54","3.50","4.05","4.08","","0.4","0.4","","98.1","8048"
"Aaron Loup","LAA","0","62","62.0","3","3","0","1","14","58","26","8","61","21","1.28","8.89","3.06","3.78","3.98","","0.4","0.6","","582.4","10343"
"Caleb Thielbar","MIN","0","62","62.0","3","3","0","1","12","57","28","9","67","23","1.28","9.72","3.28","4.11","4.14","","0.4","0.4","","999.0","10078"
"Matt Harvey","","11","11","58.0","3","4","3","0","0","64","33","10","44","17","1.39","6.74","2.61","5.02","4.96","","0.3","0.2","","999.0","11713"
"Seth Lugo","NYM","0","70","70.0","4","3","0","1","15","63","30","9","75","23","1.24","9.60","2.99","3.81","3.89","","0.3","0.3","","591.7","12447"
"Griffin Canning","LAA","5","21","42.0","2","2","2","0","1","40","20","7","44","15","1.30","9.38","3.24","4.34","4.43","","0.3","0.4","","574.4","19867"
"Julian Merryweather","TOR","0","54","54.0","3","2","0","2","9","48","23","7","61","21","1.27","10.09","3.51","3.89","3.93","","0.3","0.6","","583.1","16703"
"Clay Holmes","NYY","0","60","60.0","3","3","0","1","12","54","26","6","64","29","1.39","9.56","4.37","3.87","4.03","","0.3","0.5","","598.0","13649"
"Alec Mills","CHC","16","32","105.0","5","7","5","0","1","118","59","17","73","33","1.45","6.26","2.86","5.11","5.02","","0.3","0.2","","588.9","13834"
"José Cisnero","DET","0","61","61.0","3","3","0","1","11","56","28","8","63","27","1.35","9.22","4.00","4.13","4.22","","0.3","0.4","","999.0","6399"
"Luke Jackson","ATL","0","66","66.0","3","3","0","1","17","61","29","7","69","28","1.35","9.37","3.78","3.96","3.95","","0.3","0.4","","593.5","11752"
"Jake Cousins","MIL","0","60","60.0","3","3","0","0","12","52","26","7","70","27","1.32","10.50","4.11","3.92","3.99","","0.3","0.5","","593.7","21620"
"Cionel Pérez","BAL","0","44","44.0","2","2","0","0","3","39","20","5","46","23","1.41","9.32","4.61","4.00","4.36","","0.3","0.4","","999.0","19614"
"Will Harris","WSN","0","56","56.0","3","3","0","1","12","56","27","8","52","20","1.36","8.33","3.26","4.34","4.27","","0.3","0.2","","599.7","3192"
"Pierce Johnson","SDP","0","64","64.0","3","3","0","15","9","55","28","9","74","28","1.30","10.40","3.97","3.96","4.08","","0.3","0.3","","401.0","13435"
"Reynaldo López","CHW","3","43","57.0","3","3","1","0","3","53","27","9","59","18","1.26","9.22","2.89","4.24","4.36","","0.3","0.4","","529.9","16400"
"Camilo Doval","SFG","0","67","67.0","3","3","0","26","5","56","28","7","80","36","1.36","10.76","4.82","3.71","3.81","","0.3","0.5","","158.3","21992"
"Daniel Hudson","LAD","0","61","61.0","3","3","0","4","13","53","28","10","72","23","1.24","10.68","3.39","4.11","4.15","","0.3","0.2","","569.4","7146"
"Mike Mayers","LAA","0","66","66.0","3","3","0","2","12","60","30","10","73","23","1.26","9.92","3.20","4.06","4.14","","0.3","0.4","","580.7","15451"
"Sam Coonrod","PHI","0","59","59.0","3","3","0","2","12","52","26","8","64","25","1.30","9.70","3.74","3.94","4.10","","0.3","0.4","","599.3","17264"
